x,y,z,label,text_snippet
2.192521,3.580686,-1.2511307,sadness,im starting to learn that feeling awkward isnt suc...
-2.1145837,4.2739043,1.0984398,surprise,im lacking in the accessory department but i have ...
-3.482778,0.69251424,0.31592324,anger,i remember then feeling bitter that i couldnt pop ...
-3.111865,-1.1571804,-3.3688269,sadness,i feel like i am in ludicrous speed...
-10.198746,-3.2306402,-2.4320805,sadness,i always think about my past and i start crying al...
-9.461129,0.11470957,3.482126,joy,i find this scent pretty generic i actually feel l...
16.57085,-4.50416,-0.07201154,joy,i got to chat with rustie dean from my hometown mo...
3.8021684,8.3828335,-0.16997008,joy,i have a feeling that i should post some sort of c...
-9.253423,-0.77901477,-2.1587107,surprise,i thought about it a lot this weekend because i wa...
-7.794412,-3.0157998,3.8834553,sadness,i think about it how harmless that insect is i fee...
-6.8418455,-1.0451206,-3.7400813,love,i can almost feel your delicate heart breaking...
11.207421,6.8947577,-1.0814763,joy,ive come up with essentially tracks momentum gradu...
-10.095336,-1.0650754,4.719304,joy,i feel that so many might be far too eager to poin...
-3.1705394,2.2645473,-0.08347622,sadness,i feel like i should go for a run to expend all th...
-10.136399,-6.4881606,2.2563188,sadness,i feel like i am going to throw up or something i ...
-9.505228,0.6866752,4.5739512,anger,i feel like i only get mad if i think someones doi...
10.3198395,-3.108747,-0.85097635,sadness,im so happy that he loves my husband and feels tha...
-9.500379,-0.27357563,1.7083504,anger,i feel she was wronged...
-9.41788,-1.3216475,1.6423278,sadness,i read the ny times i feel very inadequate...
-10.766473,-3.7401872,1.1105263,anger,i feel very angry but once a simple msg made me bl...
15.89518,3.9967704,-2.1099138,joy,i see in the underground in paris at night make me...
1.2333204,6.3359866,0.5455684,fear,i secretly well i guess not secretly anymore feel ...
-6.3806133,0.2960417,0.99661744,sadness,i had expected it to be rather sickly and the coco...
-6.0325656,0.8716869,-1.4162484,fear,i had been feeling slightly distressed and my prid...
16.082935,-0.98001117,0.6519799,joy,ive been really into the more laid back bohemian f...
-9.943622,-4.0408516,-1.0277631,anger,i feel very dissatisfied with myself...
-1.3988097,4.216844,0.8989639,anger,i remember feeling how my husband felt when i woul...
-6.4420686,2.0841043,-0.162831,sadness,i guess i do feel the need to mention the realism ...
-11.372499,-3.2775078,2.816857,sadness,i feel devastated for the mother whose fraud of an...
-6.273721,-1.315593,-3.6865473,sadness,i wake up feeling exhausted as if the running and ...
7.390587,4.049958,-2.3811522,joy,i try to remember that quote when i feel i may be ...
6.092881,1.5491391,0.11246959,joy,i plodded through this taking far too long but fee...
12.711166,-2.130008,0.36434454,joy,i have decided that i will not let the feeling dem...
5.679461,2.2588704,-1.1721766,sadness,i feel discouraged i try to count my blessings and...
15.764672,-0.83748597,-2.326153,joy,im back to feeling fine running...
-5.056178,1.5381073,1.8803962,joy,i feel like our life is anything but glamorous...
-2.9711058,1.6256415,1.840492,joy,i would like a lazy immersed in my boring feeling ...
17.414284,-4.6130724,0.40647024,joy,i spent today working in my lawn and feel invigora...
-9.490458,0.011992174,-0.48931703,fear,i feel so neurotic sometimes because usually even ...
-8.800358,-0.19025041,0.81879354,surprise,i also don t know why is the reason of this freaky...
14.468454,-5.7220674,-0.44972104,joy,i absolutely cannot wait for september th to roll ...
-10.209469,-3.2292714,3.5816875,anger,i walk by those temptations i feel disgusted...
-7.700183,3.2918947,-0.2560096,anger,i found myself feeling jealous though...
13.882789,0.59122187,0.5203207,joy,i feel clever nov...
-1.900233,6.5170507,0.90455604,joy,i sometimes feel like an artistic redcoat...
-4.0649014,4.0927196,-2.493087,joy,i was feeling quite casual that day...
16.452198,-6.4501987,-0.08086679,love,i came home and enjoyed minutes in the garden feel...
-8.011607,-1.4089562,0.4086898,sadness,i feel dumb after that...
-3.2623549,0.12594055,-4.2695513,joy,i still feel fine but i can tell i am getting weak...
-11.276731,-4.475916,2.8657148,sadness,i feel like a horrible person a href http bryangre...
-9.732518,-1.0798447,1.9649371,anger,i was feeling very offended at the line of questio...
8.164409,2.0444775,0.47380278,joy,i decided for the first time in about months to tr...
5.4595923,8.831461,-0.88966477,love,i use a small p size amount or p if im feeling gen...
15.755766,-9.430165,-0.20351066,joy,i woke up feeling terrific today and my head is so...
12.392368,1.8987284,-2.4002163,love,im feeling very nostalgic over what happened in th...
-3.7136369,3.1855488,-2.1812196,fear,i had a feeling this little girl was going to arri...
-9.341516,-2.4641016,0.25377104,sadness,ive been honestly self indulgent and rather reckle...
-1.4070262,5.3266273,0.6786364,fear,i hope the sensibilities of these deep feeling ind...
-7.8708687,-1.8048636,-2.5168743,joy,im not feeling very glamorous at the moment to sat...
16.715696,-3.3198326,0.08056144,joy,i invariably feel very optimistic and focused...
13.853612,-0.5827625,-1.1918603,joy,i close my eyes as you hold me close my body feels...
-10.253374,-1.5727845,-1.3850389,sadness,i am writing this at a time when i have also had a...
1.2256688,7.5063114,-3.5297,sadness,i am also feeling his prompting to offer my commen...
-9.362396,-3.9230213,-0.37021026,sadness,i am not working i can cope with but days like tod...
5.5061417,7.177986,1.5118161,joy,i found myself agreeing with a lot of her thoughts...
13.97566,1.9162066,-2.1591146,joy,i feel so calm with the routine rinse wash with de...
14.08436,-5.5496078,0.61918944,joy,im feeling really thankful for everything ive been...
-5.6084714,3.9223173,0.09742899,joy,i feel like every once in a while i should stop tr...
-5.4909134,1.1413109,-1.222972,joy,i feel they think im always glad but theres someth...
-9.6595,-1.1743095,1.6916639,joy,i always feel as if i take something worthwhile aw...
14.750929,-2.8728824,-0.11513894,joy,ive never been a huge holiday person but i definit...
9.201311,4.4509773,2.793395,joy,i personally would gladly pay someone more just to...
-0.39285874,7.240319,1.6891497,anger,i feel any team pretty dangerous in playoffs york ...
-10.9456415,-4.766514,2.8625798,sadness,i feel disappointed and want to tear up some paper...
15.608505,-7.1771083,2.7022192,joy,i think you said beautiful things to them and i th...
16.780046,-4.143324,1.4799597,joy,i feels so proud of my self img alt onion head emo...
-2.5352867,1.3257688,-1.1957018,joy,ive had a somewhat difficult time trying to find s...
-9.403408,-2.0896738,-1.8868339,surprise,i forgot my passport and i realize that my stomach...
10.40968,4.2443643,-0.035480756,sadness,i used to feel very isolated in the far north of s...
-9.117895,-1.238783,-0.76008487,sadness,i was feeling helpless as i could not explain it t...
12.666103,6.2529874,-0.7869731,love,i began to feel accepted by gaia on her own terms...
13.222214,1.8973774,-0.51579136,joy,i feel a little bit brave...
-8.593841,0.6641824,-0.3899725,sadness,i last posted to the blog i feel a bit like a negl...
-10.111746,-4.1260834,4.269256,sadness,i see this ad i cringe and feel disturbed...
16.459805,-5.613102,-0.46577346,love,i added muas primer to mine and it makes my skin f...
7.5059776,6.6862745,2.3903594,joy,i refers of course though i cant help feeling some...
7.4815164,8.081149,0.48734212,joy,i did feel a connection between the two of them i ...
-6.5772405,0.26358688,-3.382055,sadness,i feel even more alone although i have him...
-10.376296,-1.9998633,-1.0493044,fear,i feel helpless and depending on the people closes...
14.911991,-2.2798877,-0.5353879,joy,i feel more inspired...
-3.2115586,3.324928,-2.9693015,joy,i hopped on the scale this morning feeling none to...
-7.184,1.3775464,0.28905705,joy,i don t feel that talented at impacting how things...
-7.659558,0.38378242,1.4160051,sadness,i care about but i feel unimportant to because the...
12.072753,0.060707744,-0.09899103,joy,i have never met in real life but feel super bonde...
14.849425,-0.9215502,0.77337587,joy,i feel pretty successful with that but theres stil...
-9.594197,-2.239674,4.362988,anger,i remember feeling very very violent and very disg...
-2.5502758,-3.6855536,-4.9307623,sadness,i am feeling really weepy today i am sure i will f...
-10.664837,-5.6348987,-1.5169958,joy,i forgot to take it yesterday so this morning i to...
14.137104,-6.815646,2.8217618,joy,i feel for these people they are some of the smart...
-2.2433758,0.90788895,-2.8260107,sadness,i have realized from this past week is that it is ...
-5.949918,4.3559413,2.8148763,anger,i am sure the organisation themselves have the bes...
-8.853411,-4.5877995,-1.6001313,sadness,i have to say i still feel completely rotten and c...
8.034819,-0.10459884,2.1111133,sadness,i love kitties and i kind of feel like spiders are...
2.0147882,-1.5111533,-1.5698771,sadness,i was thrilled to have that outcome but because i ...
-10.30056,0.9502158,2.6544862,anger,i suppose in some ways i should feel irritated tha...
-4.496324,-0.9691167,-1.7698799,sadness,id like to think i could live happily away from ho...
-4.6911273,0.33948138,1.9430442,sadness,i feel really dumb but also have way more sympathy...
-11.056385,-3.7078998,1.6957438,anger,i feel that way makes me even more angry...
-10.649384,-2.1776845,1.2615384,love,im not feeling very supportive of the football tea...
-8.339741,-1.4885747,-0.5704988,surprise,i feel surprised and disturbed actually...
15.035934,-4.594392,-2.4771764,joy,i feel more energetic and motivated...
-9.032595,-2.929686,-2.6285534,fear,i am already feeling anxious then how is going off...
14.112778,-6.3873377,1.105741,joy,i plan on making another post all about that but i...
1.9087654,0.9841389,-0.36279333,love,i feel horny i feel horny anyone wanna see me...
8.367804,4.5030518,0.42632416,anger,i feel a mad connection with your body and this is...
-8.509566,-2.413469,-1.9877958,sadness,i remember feeling deeply disappointed...
-9.135985,-3.708512,2.4428997,joy,i just tell you that the feeling of a skid is not ...
-3.4576528,3.236079,3.794485,fear,i know it s gross to think that you are putting sn...
-10.478964,-3.9115083,2.49831,sadness,i feel guilty for complaining about my life knowin...
10.2299,-0.35042477,-3.455711,sadness,i quite often get up feeling groggy but after medi...
12.915818,2.1278574,-3.2427013,joy,i can feel him kick and move and know that it will...
-10.60388,-3.869233,0.029535178,sadness,i told her i don t think she appreciates just how ...
9.768593,1.8602215,0.7227955,love,i often tell him that i want attention from him es...
-6.7624507,-2.3281345,-1.8497747,fear,i seriously feel uncomfortable...
-9.1095495,-3.9640634,-2.0829446,sadness,i feel so beaten down...
-5.9861946,-2.8652163,-4.2734623,joy,im already not feeling terrific...
14.54404,0.3962249,0.44520345,joy,i spent a few hours listening to the thundershower...
-4.1007543,6.6806936,-0.13468958,surprise,i tween sat for my moms boss year old and year old...
-9.40014,-2.3759694,-0.87933517,anger,i also feel like i was being way too irritable tod...
12.560597,2.4154599,-2.2456453,joy,im sure everyone is starting to feel the christmas...
-9.523539,-3.9020908,-2.8061762,fear,i proclaim to have lost a bit of my sanity and fee...
3.6134295,0.017443465,-1.5851455,joy,i started trying without success to have a baby a ...
14.560136,3.2926412,2.0218534,joy,i know my children feel valued as equal members of...
13.339188,2.703382,-1.2821289,joy,i feel like they ve just kind of coasted but they ...
-10.016074,-1.1967108,4.3751535,fear,i have to report and suddenly your author feels ba...
-8.097357,0.5967759,-0.8269272,sadness,i do find myself confused when i feel no pain and ...
-9.137779,1.2453,2.6556778,sadness,i made you feel unimportant yet you never stopped ...
-8.814738,1.1972554,5.0848656,anger,im sorry this apparently offends a lot of other wo...
-10.565564,-2.0912666,-0.96447414,anger,ive been feeling vaguely dissatisfied with reel pr...
-6.028068,-0.1088201,-4.0289974,fear,im feeling a little shaky because im going to give...
13.28283,2.1519098,-0.47835207,joy,i finally feel sure enough in myself to hold my wo...
17.859142,-2.801788,2.534202,joy,i feel quite honored to exhibit my work in portuga...
-9.907983,-2.8824892,-1.2428609,anger,i miss feeling like i hated you...
-6.7564626,1.829432,2.4849691,sadness,i used to always throw out twd as an example of du...
-9.835455,-4.8648033,-0.3812324,anger,i just feel really violent right now...
12.11185,0.07424174,2.5887659,joy,i would just outright tell you what the girl book ...
-9.794999,-4.9483986,-2.1115139,sadness,i really feel like everything is so worthless...
-0.13046308,5.214865,0.97483295,joy,i feel like it is almost vital that if i do not fi...
-10.741059,-5.828039,-0.5101622,sadness,i feel horrible about myself and want to throw in ...
-5.8438544,3.636846,2.1610737,fear,i feel really wimpy saying it but...
-8.778121,-1.6815029,-1.2633154,sadness,i found is that feeling worthless is a waste of ti...
-5.7116537,5.123028,4.1008687,fear,i have the power to make another do what i want bu...
13.616886,-5.987202,0.719719,sadness,i loved feeling lily move and have missed it so mu...
-5.8201594,2.1133168,-2.5538626,sadness,i must say i do feel troubled a href http emillion...
-9.789792,-1.8125135,2.5011647,anger,im blocked i could at least be doing something con...
-7.9241314,-1.2069302,-2.3166027,sadness,i was feeling pretty rotten...
6.0512695,3.2426667,1.6760135,joy,i bag qaf look who s cryin now jacynthe lookin goo...
-9.3185005,-0.15771352,0.8211255,sadness,i think that now if i were to ride it without you ...
1.7026032,5.5897355,-4.319264,joy,i woke up feeling ok but i had a weird feeling abo...
15.522988,-1.5206194,1.7188494,joy,i feel sure it could be developed into a thrilling...
-9.03039,-2.2624645,-0.5805414,anger,im feeling awfully irritated and worried and for a...
-2.2551944,6.2396317,3.1899874,joy,i believe most teenage girls feel like when they a...
-9.848407,-2.3325093,0.7148242,sadness,i feel inadequate in those moments as a momma...
-1.7433275,0.80820656,-0.48436636,sadness,i get scared i feel ignored i feel happy i get sil...
-10.18974,-3.170764,-1.230544,fear,i was feeling apprehensive about my life as a stud...
-5.368097,0.9698982,0.18365237,anger,i started explaining what my biggest problems were...
0.7005879,6.8001094,1.2323549,surprise,i feel you jerked a little surprised at the hand t...
-9.43323,-2.6762438,0.2694461,anger,i feel bitter and jealous...
-0.40195224,-1.4617486,-2.2270916,anger,i feel angry im happy...
-9.264966,-6.2936788,-3.6214697,sadness,i really hope so i feel so isolated right now and ...
-6.983899,2.6825993,1.4613895,anger,i had to stand in front of sinks and odkh milk in ...
10.453266,3.5661457,-1.5341133,joy,i feel like doing something productive on this...
14.378421,0.9358909,1.8236082,joy,i feel is a near flawless film...
13.719144,-0.29874203,0.33159512,joy,i left feeling triumphant that i had taken the cha...
6.164045,0.24041004,0.22460188,fear,i first held my scotty i knew i was in love with m...
-9.508695,-0.094087884,-1.3714904,sadness,i did however feel somewhat disheartened at the en...
15.86959,-6.906278,-1.9780105,joy,im really feeling good...
-6.1446075,5.33106,-2.5399184,sadness,i would sometimes feel awkward talking to my broth...
-10.580124,-3.680253,1.6696177,sadness,i feared would happen with a amp a after last week...
-8.745108,-0.24754293,0.46208304,joy,i was feeling wednesday night so i wasn t thrilled...
-6.946515,-3.052265,-2.4883971,sadness,i really feel rotten and my ear hurts so bad but i...
-10.0686655,-0.13521335,-1.7642407,fear,i was still feeling a bit unsure a bit not convinc...
9.086075,7.910256,0.66691816,love,i know it s best to support low arches and the foo...
13.657226,1.7782935,-2.276031,joy,i manage to reach a conclusion after all my musing...
13.789777,-4.997443,0.93619984,surprise,i dont want to put to much pressure on myself but ...
4.147088,7.3285327,0.017884502,joy,i can often go a week or two without iming anyone ...
-4.4350095,3.764185,0.115478136,sadness,i am way less uptight the second time around but i...
-7.072911,1.59406,0.5834928,anger,i always feel rushed on the way to visit no commen...
-6.1890182,2.529067,4.304206,fear,once i was caught by thugs aged between...
-8.263022,-2.4741223,-4.1313295,anger,ive been feeling cranky lately...
-10.3492985,-4.34889,-2.466254,fear,im feeling so helpless clueless and homesick...
11.8700695,0.57080626,0.6023678,love,i feel about the plight of these dogs so its lovel...
11.658658,1.3780413,1.5067842,joy,i shall never feel like i am less than a valued hu...
-9.566783,-3.0918548,-1.9587016,anger,i was down feeling greedy and depressed...
16.888884,-3.0134063,0.5445593,joy,i do feel respected and loved more and more at sch...
-4.520653,3.3199089,2.9632711,sadness,i got shots from as many likely angles as i could ...
-10.16811,-1.3743162,0.67860335,fear,i feel like a paranoid victim of the system in fea...
-7.797339,0.5673102,4.678758,anger,i feel insulted to see anyone wearing crocs the fa...
-9.478818,-3.5464633,-2.2924163,sadness,i am feeling quite disheartened...
-4.782543,1.5771108,3.5485742,love,i should not have to feel this way in a nerd conve...
-10.066081,-1.7833238,-3.478366,sadness,i go back to my village i feel i am really lonely...
-9.685376,-3.4681964,-1.0529774,fear,i had then these were truly terrifying and still f...
1.2514625,6.1526103,-1.3821274,love,i feel like life is very delicate...
17.007557,-5.5254035,2.1399202,joy,i feel honoured to be friends with you...
1.9563124,3.7890098,-1.2809258,sadness,i think this has caused me to resonate more deeply...
-0.1410596,8.095332,0.63875973,surprise,i do however feel that some people would not be so...
15.696367,-2.5128963,0.57855266,joy,i feel fearless when i am right...
-5.90681,2.3454216,-1.5067507,joy,im not sure if the energy in trying to sew up the ...
-9.818957,0.69968253,2.9044054,sadness,i feel that such knowledge would be abused...
-6.0516953,4.3990855,-1.8767121,fear,i feel myself being very indecisive about how i se...
-3.2336879,5.33641,-0.52460396,fear,i feel reluctant talking about myself and my curre...
-9.156412,-1.7646435,1.7896011,sadness,i feel embarassed humiliated sad miserable a title...
-7.8323064,-1.3033733,2.026185,anger,i just feel like being sarcastic and mean and all ...
-9.77385,-5.116024,-2.2880871,anger,i feel fucked up on the inside...
-9.954425,0.5120553,1.6884463,sadness,i think i might feel a little remorseful if i purs...
-9.379759,-4.223168,-0.64033717,sadness,i feel my brain damaged are getting worst for dis ...
-9.007368,-3.8951428,-1.1439958,joy,i hate the feeling that i can t do anything useful...
10.090085,0.43316606,0.2907468,joy,i feel how totally utterly trusting and reliant on...
2.359189,2.5627227,2.6464033,fear,i feel uptight love had to show me one thing i was...
-5.8157687,1.3995697,-6.8298526,sadness,im feeling a little stressed...
-9.251575,-2.6760726,0.060995582,sadness,i am already feeling homesick for a country that i...
16.624348,-7.434675,1.03269,joy,im feeling so popular today haha...
1.717292,6.3646607,0.44666877,joy,im feeling a real casual day ill go for brown eyel...
17.90816,-3.2128556,0.07194465,joy,i feel confident that we will be blessed with othe...
-10.046744,-3.8538847,-2.8914673,sadness,i was left feeling discouraged and hopeless once a...
3.779082,10.094092,-0.22151534,joy,i feel like i need a artistic community or a frien...
5.876578,5.890807,1.4338125,love,im not entirely jaded and bitter i know there are ...
14.889137,3.662129,0.6128084,joy,i feel determined to give this process a label...
-10.1340065,-1.8626013,4.849568,anger,i couldn t help but feel personally insulted when ...
4.830628,4.2561626,1.142308,joy,i feel only reason skudrive is so popular is becsu...
-5.9320507,1.0369501,-0.46110892,anger,i just feel too stubborn to give up on a dream...
0.33537188,7.4009385,2.0707374,joy,i also feel it is worth mentioning that makin it r...
-4.48789,6.1199465,-4.3996377,fear,i am feeling a little uncertain as i am waiting to...
9.302801,2.3348017,1.2239304,surprise,i feel funny about mothers day...
-11.444836,-1.6842455,0.35330492,fear,i have found a no of people raising this issue but...
-7.414365,3.877283,-0.61413425,fear,i feel weird having to yank it down and readjust i...
-10.573856,-1.8378963,1.121332,anger,i really feel i was wronged as a patient...
-9.407517,-1.1606977,-4.628691,fear,i feel like its flying by and im afraid im going t...
-2.2079434,6.799784,2.4620004,sadness,i to feel unloved when hes god and he has the choi...
15.43758,3.798794,0.86222357,joy,i the ultimate place to restore the peace to feel ...
-10.732826,-3.4965687,-2.8612893,sadness,i felt myself shrinking and feeling horrible about...
15.66993,-5.409646,0.9274469,joy,im feeling particularly benevolent today...
-2.2657351,4.014589,-3.4744446,anger,i could even feel his cold breath on my neck whisp...
-8.242379,-3.1878452,-0.8117107,sadness,i feel so disappointed...
-3.401089,8.048205,1.8831848,surprise,i am not a catholic i certainly don t feel it is m...
14.175585,1.3227305,1.2396652,joy,i feel that i have so much to do to make a positiv...
-6.9747124,2.1900527,-3.3042357,fear,im feeling a little bit apprehensive about enterin...
-8.473092,-0.31651565,1.3978778,fear,i was feeling a little skeptical that it would arr...
-3.6672206,7.2522874,-1.3817961,fear,i feel the reader will get confused with because i...
6.1688266,7.772186,-0.2400367,joy,i try my best to be stoic i try to keep myself fro...
14.270405,3.1066732,0.44836912,joy,im feeling generous so you can enter once a day if...
-9.026042,-3.8407657,0.71662146,sadness,i im feeling rot im feeling rotten today i guess i...
-10.16426,-1.0197612,0.20539221,sadness,im always being afraid how the students really fee...
15.778928,-5.1564913,-0.57634497,love,i just feel like i did last weeks what im loving w...
-9.514533,0.51026046,2.9087536,joy,im not convinced that it all makes since because t...
-10.548458,-1.8937083,0.30996272,sadness,i feel as if i could speak volumes and be ignored...
-4.9274445,3.7558224,1.1248586,joy,i mean they were minor pains as there was minuscul...
14.054812,5.2930245,-0.3438493,joy,i feel been accepted and although sip compliant vo...
-8.493093,-0.19536035,2.5770898,sadness,i crave as i fall into submission and i did not fe...
15.276352,-9.372881,1.1845398,joy,i feel ecstatic relived and most of all from the b...
17.520475,-5.118744,0.5705519,joy,im still feeling thankful and in that vein thought...
-9.444003,-2.3922,0.46153507,anger,i came home one day and discovered that my sister ...
-6.873575,1.0533243,1.1452943,fear,i feel tortured when i hear them talk or sing or l...
15.6015215,0.9527129,-0.25312692,joy,i also feel as it has helped me become an intellig...
12.195005,3.238171,1.337963,joy,i just naturally feel like i m a better player...
-10.246753,-3.7529724,-1.2442591,anger,i couldnt get to sleep i was feeling quite irritab...
-10.899391,-3.1297655,-1.0060115,sadness,im feeling regretful tonight too...
1.8599157,4.9492774,-2.2768667,joy,i can only have a rest when i feel that i have ful...
-9.902877,-0.62253535,0.55957997,joy,i remember feeling as if i didn t belong and that ...
-7.5942855,2.3769567,-1.492805,fear,i started feeling intimidated by the thought...
9.227357,2.874701,0.95574343,love,im feeling wildly supportive as i swallow my tensi...
-11.257375,-2.4454942,3.751168,anger,i feel rude for ignoring your plea for help and it...
-8.16145,-0.43584907,0.49802995,fear,i only have to think about a high school experienc...
-4.8050227,4.242778,-3.4297779,fear,i am here again feeling confused of what is happen...
8.179558,0.49729913,-1.4339714,joy,i am again in the same place waiting and i cant he...
-10.504409,-2.9003568,0.5193681,anger,i can t put a finger on what is making me feel exc...
-9.706341,-2.9337382,3.7574315,fear,i found these emails from scott dale and just read...
-7.055474,2.7840197,-0.6861486,fear,i feel a bit timid about using this blog because i...
-7.3349614,-1.8978542,-0.49641663,anger,i was feeling pretty bitchy and horrible but dont ...
17.045856,-2.39416,0.16045435,joy,i also potted up this fuchsia grown from a cutting...
2.0157666,7.8630624,-4.505742,sadness,i have this sort of feeling like an emotional unde...
-10.131502,-3.2842631,-2.0196974,sadness,i feel sad for her...
-9.38766,-0.46136844,-0.37746328,sadness,i feel blank and at a loss but hey that s old hat...
-9.068222,-3.995516,-4.4500093,fear,i somehow feel distraught and hopeless...
-6.36792,5.073064,2.5993237,fear,i subconsciously feel a little bashful at the disp...
-8.08785,-2.7387283,-5.534098,sadness,i feel really low...
5.7799983,6.0719213,0.21581414,sadness,i feel like especially in the art world we could a...
-10.934443,-2.4657292,2.2807045,joy,i seriouly feel i am not being respected i dont ha...
14.813907,-3.0960658,1.3016161,joy,i think another reason i love concerts is it is th...
4.6986103,7.090378,-1.5561703,love,i know how that feels hermione said in a surprisin...
-6.8853555,2.7037652,2.5331032,sadness,i don t expect you to feel sorry for me...
16.458824,-4.2178445,-3.2347791,joy,i landed at the reagan airport feeling pretty good...
0.98925495,2.717885,-2.2064242,anger,i have to admit that i feel a little irate as well...
15.782012,-5.7102146,-0.63839835,joy,i still feel happy whenever i think of that...
10.24331,-5.313645,-0.50335914,anger,i cant sleep and re read happy posts and i go past...
-11.06592,-3.7207341,3.0778682,sadness,i know later when i read this ill feel regretful t...
-8.990035,-0.38856202,4.180669,love,ive been judged and looked down on more times that...
-9.238785,-1.8784221,-2.199454,anger,i will start to feel resentful...
10.784417,0.37956303,0.077077426,joy,i have alotta life going on and i keep mumbling to...
-4.576834,0.71302044,-1.4691128,sadness,i said it pops up every once in a while that dread...
1.4208087,4.2830324,0.8046625,anger,i havent known sue anything like as long as bloate...
5.764196,6.3434677,-2.3572962,sadness,im feeling plunge us into a world of melancholy an...
15.783708,-4.6606936,0.80559564,joy,i feel popular today...
-10.439751,-2.013554,3.372493,surprise,i feel weird taking up time and making these somet...
15.439271,1.9338548,0.77715254,love,im feeling my loving heart is all yours for the st...
-9.915144,-4.8535132,-3.443425,sadness,i woke up feeling more discouraged than i had in a...
2.5999742,5.8667073,-2.5397675,joy,i went bowling david and some other people but i d...
15.038346,-0.06257127,-0.13470398,joy,i feel accepted well we all know there are a few e...
-9.642875,-0.08679673,2.5958195,fear,i don t know why i feel so bashful defending it...
-5.0657787,-1.2475908,1.9847424,love,im normally a strict pray gods best girl but i can...
-10.829618,-3.0591817,-0.23562415,sadness,i hit a certain point in the middle and something ...
14.898892,-1.830797,0.18017116,joy,i feel like going out with friends and having some...
-9.936548,-0.54847497,-2.8676348,sadness,i started feeling a bit homesick with the mention ...
-10.85728,-1.180215,3.7025306,sadness,i personally feel that url was a little vain and a...
2.6056676,-1.0858189,0.15897258,sadness,ive been feeling disheartened by the young adult g...
-7.511674,1.619125,1.7543955,love,i guess it is the taboo feeling naughty bad and di...
12.104649,1.5541718,2.1784518,joy,i can keep another writer from spending four years...
-4.448234,2.5578582,-0.69918275,sadness,i have never been the type of person to feel homes...
3.0897408,3.9440012,-2.030885,anger,i didnt feel angry i didnt feel bitter i felt...
9.687077,-0.8861093,-2.0949373,love,i was thankful for a slow sunday because i was not...
-2.7918024,0.13826977,-3.1248326,sadness,i had a good sleep believe it or not but still wok...
-7.6849685,-0.9133144,-1.8247695,fear,i went into that feeling more than a little bit sc...
-4.426015,1.5448979,0.06341375,joy,i have to admit i am afraid that i cannot do that ...
15.042411,-3.6023457,-3.1118774,joy,i told justin a couple days ago that im feeling be...
11.528328,6.399172,0.7870082,love,i wonder if they would feels as delicate and prett...
-7.12706,0.45381013,-0.256179,sadness,i told my boss at around weeks because i was feeli...
16.382547,-3.2557933,0.59911525,joy,i will say that i am satisfied with my draw and fe...
8.387656,6.4072566,1.7604853,anger,im clearly influenced by the dash happiness of emi...
12.997903,0.8174404,0.45423993,joy,i pray that i may feel sure that there is nothing ...
4.38111,-0.5405715,-1.0605949,joy,i did feel ecstatic as i no longer belong to that ...
0.9624404,3.3591273,-0.9848967,sadness,i have a good idea for a post but am feeling too l...
-10.650855,-5.102688,0.18321268,sadness,i feel pathetic as if i have no meaning...
-2.2687442,3.9324024,-0.6962159,joy,i feel like i ve been there and gained a sense of ...
16.706495,-7.102277,1.1722927,joy,i feel lucky on my birthday...
-10.282077,-0.9626693,2.857758,love,i feel like i should mention that i wasnt fond of ...
-9.706695,-3.1167457,-3.916065,joy,i wasnt feeling well yesterday and today has been ...
-10.061644,-3.8332648,-3.351822,surprise,i have been feeling overwhelmed and time poor...
1.4347193,5.4561667,-4.5624228,sadness,i don t feel too gloomy or melancholic or somethin...
-8.168441,0.8603113,2.254548,sadness,i had a feeling i was doomed when i discovered i l...
14.321142,0.6920575,-0.25281972,joy,im feeling virtuous i do a spinach feta cranberry ...
5.2410455,2.219682,-4.0096707,fear,i do not feel overwhelmed nor rushed...
-9.764495,-0.5933028,3.5928817,fear,i think that however nice these people are they ma...
-10.445534,-4.382035,1.9973549,anger,i forgot to take my meds this morning and i am pre...
-10.143945,-3.1338172,1.2010685,sadness,i feel soo disturbed by it...
-8.603502,-4.3839684,-0.8678652,anger,i feel so cranky irrationally...
-5.591153,4.3803973,1.3072128,joy,im not necessarily sure what but something in the ...
16.745749,-6.5962214,-0.8546646,joy,im feeling hopeful and grateful...
-7.014355,-0.20456304,-3.107496,love,im feeling a little tender swollen and hot in that...
9.4196615,4.5283756,-1.7314984,fear,i stopped feeling intimidated when looking at a wo...
-11.291075,-4.2118855,1.3880068,sadness,i feel hated and i feel i cant do anything right...
-1.3066013,1.3627583,0.63226247,fear,i feel very distressed because i m supportive of t...
-9.533164,-0.48003045,1.2094508,sadness,i feel like the people who cause pain go through l...
-10.942693,-3.32641,1.4930311,fear,i suppose i am a bit on occasion but now ive becom...
-7.970821,-0.43335092,-1.669879,sadness,i feel pressure to act like im so heartbroken but ...
-10.534623,-3.488896,2.114024,sadness,i still feel ashamed that i live in a world of peo...
-6.4352884,2.4251275,0.25724015,love,i have some hard core problems and if i tell peopl...
-11.116391,-2.5284371,4.6013384,anger,i always think of you as such a violent band viole...
-7.9661775,-1.1181257,0.3013105,joy,i also intended to study but that didn t happen ei...
-8.723297,-2.073409,1.8482894,joy,i wish i could help take the pain and anguish thes...
15.60469,1.4335719,0.53177935,love,i feel for my beloved that is reciprocated...
